No    	Word                	Translate           	Count 	Freq 	Cum_Freq
556   	created             	                    	1     	0.0243%	82.3028%
557   	supernatural        	                    	1     	0.0243%	82.3272%
558   	indians             	                    	1     	0.0243%	82.3515%
559   	sacred              	                    	1     	0.0243%	82.3759%
560   	worship             	                    	1     	0.0243%	82.4002%
561   	killing             	                    	1     	0.0243%	82.4245%
562   	attacking           	                    	1     	0.0243%	82.4489%
563   	bears               	                    	1     	0.0243%	82.4732%
564   	sheltering          	                    	1     	0.0243%	82.4976%
565   	cave                	                    	1     	0.0243%	82.5219%
566   	lifting             	                    	1     	0.0243%	82.5463%
567   	above               	                    	1     	0.0243%	82.5706%
568   	taking              	                    	1     	0.0243%	82.5949%
569   	top                 	                    	1     	0.0243%	82.6193%
570   	pick                	                    	1     	0.0243%	82.6436%
571   	souvenirs           	                    	1     	0.0243%	82.6680%
572   	gift                	                    	1     	0.0243%	82.6923%
573   	items               	                    	1     	0.0243%	82.7167%
574   	vehicles            	                    	1     	0.0243%	82.7410%
575   	washed              	                    	1     	0.0243%	82.7653%
576   	serviced            	                    	1     	0.0243%	82.7897%
577   	advantage           	                    	1     	0.0243%	82.8140%
578   	rest                	                    	1     	0.0243%	82.8384%
579   	convenience         	                    	1     	0.0243%	82.8627%
580   	stores              	                    	1     	0.0243%	82.8870%
581   	eventually          	                    	1     	0.0243%	82.9114%
582   	drive               	                    	1     	0.0243%	82.9357%
583   	bankruptcy          	                    	1     	0.0243%	82.9601%
584   	altogether          	                    	1     	0.0243%	82.9844%
585   	meant               	                    	1     	0.0243%	83.0088%
586   	bring               	                    	1     	0.0243%	83.0331%
587   	temporary           	                    	1     	0.0243%	83.0574%
588   	pleasures           	                    	1     	0.0243%	83.0818%
589   	difference          	                    	1     	0.0243%	83.1061%
590   	vacation            	                    	1     	0.0243%	83.1305%
591   	affordable          	                    	1     	0.0243%	83.1548%
592   	saves               	                    	1     	0.0243%	83.1792%
593   	dollars             	                    	1     	0.0243%	83.2035%
594   	week                	                    	1     	0.0243%	83.2278%
595   	retirement          	                    	1     	0.0243%	83.2522%
596   	family              	                    	1     	0.0243%	83.2765%
597   	budgeting           	                    	1     	0.0243%	83.3009%
598   	socialize           	                    	1     	0.0243%	83.3252%
599   	lunch               	                    	1     	0.0243%	83.3496%
600   	colleagues          	                    	1     	0.0243%	83.3739%
601   	lectures            	                    	1     	0.0243%	83.3982%
602   	played              	                    	1     	0.0243%	83.4226%
603   	harmful             	                    	1     	0.0243%	83.4469%
604   	enrich              	                    	1     	0.0243%	83.4713%
605   	anxious             	                    	1     	0.0243%	83.4956%
606   	themselves          	                    	1     	0.0243%	83.5200%
607   	overwhelmed         	                    	1     	0.0243%	83.5443%
608   	exhausted           	                    	1     	0.0243%	83.5686%
609   	stressed            	                    	1     	0.0243%	83.5930%
610   	challenges          	                    	1     	0.0243%	83.6173%
611   	lessen              	                    	1     	0.0243%	83.6417%
612   	narrow              	                    	1     	0.0243%	83.6660%
613   	prolong             	                    	1     	0.0243%	83.6904%
614   	expand              	                    	1     	0.0243%	83.7147%
615   	mind                	                    	1     	0.0243%	83.7390%
616   	represents          	                    	1     	0.0243%	83.7634%
617   	style               	                    	1     	0.0243%	83.7877%
618   	came                	                    	1     	0.0243%	83.8121%
619   	designer            	                    	1     	0.0243%	83.8364%
620   	months              	                    	1     	0.0243%	83.8608%
621   	ago                 	                    	1     	0.0243%	83.8851%
622   	studying            	                    	1     	0.0243%	83.9094%
623   	design              	                    	1     	0.0243%	83.9338%
624   	school              	                    	1     	0.0243%	83.9581%
625   	graduated           	                    	1     	0.0243%	83.9825%
626   	her                 	                    	1     	0.0243%	84.0068%
627   	college             	                    	1     	0.0243%	84.0312%
628   	conference          	                    	1     	0.0243%	84.0555%
629   	york                	                    	1     	0.0243%	84.0798%
630   	expensive           	                    	1     	0.0243%	84.1042%
631   	difficult           	                    	1     	0.0243%	84.1285%
632   	print               	                    	1     	0.0243%	84.1529%
633   	model               	                    	1     	0.0243%	84.1772%
634   	plastic             	                    	1     	0.0243%	84.2016%
635   	used                	                    	1     	0.0243%	84.2259%
636   	marks               	                    	1     	0.0243%	84.2502%
637   	breakthrough        	                    	1     	0.0243%	84.2746%
638   	material            	                    	1     	0.0243%	84.2989%
639   	gives               	                    	1     	0.0243%	84.3233%
640   	designers           	                    	1     	0.0243%	84.3476%
641   	room                	                    	1     	0.0243%	84.3720%
642   	imagination         	                    	1     	0.0243%	84.3963%
643   	solved              	                    	1     	0.0243%	84.4206%
644   	solve               	                    	1     	0.0243%	84.4450%
645   	modern              	                    	1     	0.0243%	84.4693%
646   	examined            	                    	1     	0.0243%	84.4937%
647   	arise               	                    	1     	0.0243%	84.5180%
648   	advances            	                    	1     	0.0243%	84.5424%
649   	intensely           	                    	1     	0.0243%	84.5667%
650   	competitive         	                    	1     	0.0243%	84.5910%
651   	demands             	                    	1     	0.0243%	84.6154%
652   	investment          	                    	1     	0.0243%	84.6397%
653   	attractive          	                    	1     	0.0243%	84.6641%
654   	entrepreneurs       	                    	1     	0.0243%	84.6884%
655   	sharing             	                    	1     	0.0243%	84.7128%
656   	recruiting          	                    	1     	0.0243%	84.7371%
657   	qualified           	                    	1     	0.0243%	84.7614%
658   	staff               	                    	1     	0.0243%	84.7858%
659   	in-service          	                    	1     	0.0243%	84.8101%
660   	training            	                    	1     	0.0243%	84.8345%
661   	personnel           	                    	1     	0.0243%	84.8588%
662   	reading             	                    	1     	0.0243%	84.8832%
663   	blanks              	                    	1     	0.0243%	84.9075%
664   	select              	                    	1     	0.0243%	84.9318%
665   	blank               	                    	1     	0.0243%	84.9562%
666   	carefully           	                    	1     	0.0243%	84.9805%
667   	making              	                    	1     	0.0243%	85.0049%
668   	identified          	                    	1     	0.0243%	85.0292%
669   	please              	                    	1     	0.0243%	85.0536%
670   	item                	                    	1     	0.0243%	85.0779%
671   	normal              	                    	1     	0.0243%	85.1022%
672   	asking              	                    	1     	0.0243%	85.1266%
673   	answering           	                    	1     	0.0243%	85.1509%
674   	depends             	                    	1     	0.0243%	85.1753%
675   	experiments         	                    	1     	0.0243%	85.1996%
676   	reasoned            	                    	1     	0.0243%	85.2240%
677   	methodologies       	                    	1     	0.0243%	85.2483%
678   	willingness         	                    	1     	0.0243%	85.2726%
679   	ask                 	                    	1     	0.0243%	85.2970%
680   	approaches          	                    	1     	0.0243%	85.3213%
681   	failures            	                    	1     	0.0243%	85.3457%
682   	understanding       	                    	1     	0.0243%	85.3700%
683   	concise             	                    	1     	0.0243%	85.3944%
684   	presentation        	                    	1     	0.0243%	85.4187%
685   	needs               	                    	1     	0.0243%	85.4430%
686   	willing             	                    	1     	0.0243%	85.4674%
687   	opinions            	                    	1     	0.0243%	85.4917%
688   	matters             	                    	1     	0.0243%	85.5161%
689   	explain             	                    	1     	0.0243%	85.5404%
690   	language            	                    	1     	0.0243%	85.5648%
691   	understandable      	                    	1     	0.0243%	85.5891%
692   	prepared            	                    	1     	0.0243%	85.6134%
693   	engagement          	                    	1     	0.0243%	85.6378%
694   	knowledge           	                    	1     	0.0243%	85.6621%
695   	elected             	                    	1     	0.0243%	85.6865%
696   	leadership          	                    	1     	0.0243%	85.7108%
697   	robust              	                    	1     	0.0243%	85.7352%
698   	long-range          	                    	1     	0.0243%	85.7595%
699   	investments         	                    	1     	0.0243%	85.7838%
700   	vitally             	                    	1     	0.0243%	85.8082%
701   	matter              	                    	1     	0.0243%	85.8325%
702   	discretionary       	                    	1     	0.0243%	85.8569%
703   	spending            	                    	1     	0.0243%	85.8812%
704   	decades             	                    	1     	0.0243%	85.9056%
705   	fallen              	                    	1     	0.0243%	85.9299%
706   	occurs              	                    	1     	0.0243%	85.9542%
707   	gains               	                    	1     	0.0243%	85.9786%
708   	capabilities        	                    	1     	0.0243%	86.0029%
709   	university          	                    	1     	0.0243%	86.0273%
710   	california          	                    	1     	0.0243%	86.0516%
711   	ourselves           	                    	1     	0.0243%	86.0759%
712   	quality             	                    	1     	0.0243%	86.1003%
713   	contribution        	                    	1     	0.0243%	86.1246%
714   	improving           	                    	1     	0.0243%	86.1490%
715   	lab                 	                    	1     	0.0243%	86.1733%
716   	bench               	                    	1     	0.0243%	86.1977%
717   	investing           	                    	1     	0.0243%	86.2220%
718   	ideas               	                    	1     	0.0243%	86.2463%
719   	arena               	                    	1     	0.0243%	86.2707%
720   	contextual          	                    	1     	0.0243%	86.2950%
721   	convincing          	                    	1     	0.0243%	86.3194%
722   	devoted             	                    	1     	0.0243%	86.3437%
723   	digits              	                    	1     	0.0243%	86.3681%
724   	hasten              	                    	1     	0.0243%	86.3924%
725   	hypotheses          	                    	1     	0.0243%	86.4167%
726   	impairing           	                    	1     	0.0243%	86.4411%
727   	incorporate         	                    	1     	0.0243%	86.4654%
728   	indefinite          	                    	1     	0.0243%	86.4898%
729   	indulge             	                    	1     	0.0243%	86.5141%
730   	inertia             	                    	1     	0.0243%	86.5385%
731   	pride               	                    	1     	0.0243%	86.5628%
732   	reaping             	                    	1     	0.0243%	86.5871%
733   	warrant             	                    	1     	0.0243%	86.6115%
734   	attached            	                    	1     	0.0243%	86.6358%
735   	statement           	                    	1     	0.0243%	86.6602%
736   	contains            	                    	1     	0.0243%	86.6845%
737   	paragraphs          	                    	1     	0.0243%	86.7089%
738   	identify            	                    	1     	0.0243%	86.7332%
739   	derived             	                    	1     	0.0243%	86.7575%
740   	marking             	                    	1     	0.0243%	86.7819%
741   	scan                	                    	1     	0.0243%	86.8062%
742   	highlights          	                    	1     	0.0243%	86.8306%
743   	slight              	                    	1     	0.0243%	86.8549%
744   	feeling             	                    	1     	0.0243%	86.8793%
745   	year--or            	                    	1     	0.0243%	86.9036%
746   	booths              	                    	1     	0.0243%	86.9279%
747   	exciting            	                    	1     	0.0243%	86.9523%
748   	demos               	                    	1     	0.0243%	86.9766%
749   	crazy               	                    	1     	0.0243%	87.0010%
750   	dazzled             	                    	1     	0.0243%	87.0253%
751   	display             	                    	1     	0.0243%	87.0497%
752   	virtual             	                    	1     	0.0243%	87.0740%
753   	reality             	                    	1     	0.0243%	87.0983%
754   	goggles             	                    	1     	0.0243%	87.1227%
755   	ever                	                    	1     	0.0243%	87.1470%
756   	catalog             	                    	1     	0.0243%	87.1714%
757   	reflection          	                    	1     	0.0243%	87.1957%
758   	equally             	                    	1     	0.0243%	87.2201%
759   	yes                 	                    	1     	0.0243%	87.2444%
760   	smartphones         	                    	1     	0.0243%	87.2687%
761   	televisions         	                    	1     	0.0243%	87.2931%
762   	tablets             	                    	1     	0.0243%	87.3174%
763   	laptops             	                    	1     	0.0243%	87.3418%
764   	desktops            	                    	1     	0.0243%	87.3661%
765   	segments            	                    	1     	0.0243%	87.3905%
766   	looking             	                    	1     	0.0243%	87.4148%
767   	slower              	                    	1     	0.0243%	87.4391%
768   	curves--or          	                    	1     	0.0243%	87.4635%
769   	shrinking           	                    	1     	0.0243%	87.4878%
770   	cases--as           	                    	1     	0.0243%	87.5122%
771   	eager               	                    	1     	0.0243%	87.5365%
772   	spend               	                    	1     	0.0243%	87.5609%
773   	meanwhile           	                    	1     	0.0243%	87.5852%
774   	emerging            	                    	1     	0.0243%	87.6095%
775   	technologies--the   	                    	1     	0.0243%	87.6339%
776   	world--now          	                    	1     	0.0243%	87.6582%
777   	bit                 	                    	1     	0.0243%	87.6826%
778   	old                 	                    	1     	0.0243%	87.7069%
779   	called              	                    	1     	0.0243%	87.7313%
780   	next                	                    	1     	0.0243%	87.7556%
781   	thing               	                    	1     	0.0243%	87.7799%
782   	basically           	                    	1     	0.0243%	87.8043%
783   	awkward             	                    	1     	0.0243%	87.8286%
784   	period              	                    	1     	0.0243%	87.8530%
785   	one-hit             	                    	1     	0.0243%	87.8773%
786   	gary                	                    	1     	0.0243%	87.9017%
787   	president           	                    	1     	0.0243%	87.9260%
788   	chief               	                    	1     	0.0243%	87.9503%
789   	executive           	                    	1     	0.0243%	87.9747%
790   	cta                 	                    	1     	0.0243%	87.9990%
791   	eyes                	                    	1     	0.0243%	88.0234%
792   	doesn't             	                    	1     	0.0243%	88.0477%
793   	necessarily         	                    	1     	0.0243%	88.0721%
794   	stopped             	                    	1     	0.0243%	88.0964%
795   	grown               	                    	1     	0.0243%	88.1207%
796   	industries          	                    	1     	0.0243%	88.1451%
797   	infancy             	                    	1     	0.0243%	88.1694%
798   	instance            	                    	1     	0.0243%	88.1938%
799   	building            	                    	1     	0.0243%	88.2181%
800   	existing            	                    	1     	0.0243%	88.2425%
801   	footing             	                    	1     	0.0243%	88.2668%
802   	mass                	                    	1     	0.0243%	88.2911%
803   	audience            	                    	1     	0.0243%	88.3155%
804   	cases               	                    	1     	0.0243%	88.3398%
805   	realize             	                    	1     	0.0243%	88.3642%
806   	evolution           	                    	1     	0.0243%	88.3885%
807   	overwhelming        	                    	1     	0.0243%	88.4129%
808   	dip                 	                    	1     	0.0243%	88.4372%
809   	toe                 	                    	1     	0.0243%	88.4615%
810   	wants               	                    	1     	0.0243%	88.4859%
811   	favorite            	                    	1     	0.0243%	88.5102%
812   	calendar            	                    	1     	0.0243%	88.5346%
813   	software            	                    	1     	0.0243%	88.5589%
814   	fridge              	                    	1     	0.0243%	88.5833%
815   	washing             	                    	1     	0.0243%	88.6076%
816   	machine             	                    	1     	0.0243%	88.6319%
817   	along               	                    	1     	0.0243%	88.6563%
818   	install             	                    	1     	0.0243%	88.6806%
819   	app                 	                    	1     	0.0243%	88.7050%
820   	appliance           	                    	1     	0.0243%	88.7293%
821   	annoying            	                    	1     	0.0243%	88.7537%
822   	nicer               	                    	1     	0.0243%	88.7780%
823   	manage              	                    	1     	0.0243%	88.8023%
824   	everything          	                    	1     	0.0243%	88.8267%
825   	together            	                    	1     	0.0243%	88.8510%
826   	forgive             	                    	1     	0.0243%	88.8754%
827   	occasional          	                    	1     	0.0243%	88.8997%
828   	fault               	                    	1     	0.0243%	88.9241%
829   	probably            	                    	1     	0.0243%	88.9484%
830   	patience            	                    	1     	0.0243%	88.9727%
831   	error               	                    	1     	0.0243%	88.9971%
832   	messages            	                    	1     	0.0243%	89.0214%
833   	lock                	                    	1     	0.0243%	89.0458%
834   	standards           	                    	1     	0.0243%	89.0701%
835   	winner              	                    	1     	0.0243%	89.0944%
836   	focused             	                    	1     	0.0243%	89.1188%
837   	hardware            	                    	1     	0.0243%	89.1431%
838   	ecosystems          	                    	1     	0.0243%	89.1675%
839   	instead             	                    	1     	0.0243%	89.1918%
840   	give                	                    	1     	0.0243%	89.2162%
841   	everyday            	                    	1     	0.0243%	89.2405%
842   	dialogue            	                    	1     	0.0243%	89.2648%
843   	changing            	                    	1     	0.0243%	89.2892%
844   	economist           	                    	1     	0.0243%	89.3135%
845   	shawn               	                    	1     	0.0243%	89.3379%
846   	cta--which          	                    	1     	0.0243%	89.3622%
847   	puts                	                    	1     	0.0243%	89.3866%
848   	year--and           	                    	1     	0.0243%	89.4109%
849   	search              	                    	1     	0.0243%	89.4352%
850   	noticeable          	                    	1     	0.0243%	89.4596%
851   	researched          	                    	1     	0.0243%	89.4839%
852   	predictions         	                    	1     	0.0243%	89.5083%
853   	flashiness          	                    	1     	0.0243%	89.5326%
854   	john                	                    	1     	0.0243%	89.5570%
855   	managing            	                    	1     	0.0243%	89.5813%
856   	director            	                    	1     	0.0243%	89.6056%
857   	couple              	                    	1     	0.0243%	89.6300%
858   	starting            	                    	1     	0.0243%	89.6543%
859   	see                 	                    	1     	0.0243%	89.6787%
860   	largest             	                    	1     	0.0243%	89.7030%
861   	screen              	                    	1     	0.0243%	89.7274%
862   	size                	                    	1     	0.0243%	89.7517%
863   	smallest            	                    	1     	0.0243%	89.7760%
864   	form                	                    	1     	0.0243%	89.8004%
865   	shiniest            	                    	1     	0.0243%	89.8247%
866   	object              	                    	1     	0.0243%	89.8491%
867   	consumer's          	                    	1     	0.0243%	89.8734%
868   	press               	                    	1     	0.0243%	89.8978%
869   	conferences         	                    	1     	0.0243%	89.9221%
870   	high-               	                    	1     	0.0243%	89.9464%
871   	profile             	                    	1     	0.0243%	89.9708%
872   	past                	                    	1     	0.0243%	89.9951%
873   	level               	                    	1     	0.0243%	90.0195%
874   	drama               	                    	1     	0.0243%	90.0438%
875   	theatrics           	                    	1     	0.0243%	90.0682%
876   	fitting             	                    	1     	0.0243%	90.0925%
877   	las                 	                    	1     	0.0243%	90.1168%
878   	vegas               	                    	1     	0.0243%	90.1412%
879   	stage               	                    	1     	0.0243%	90.1655%
880   	bent                	                    	1     	0.0243%	90.1899%
881   	rather              	                    	1     	0.0243%	90.2142%
882   	dazzling            	                    	1     	0.0243%	90.2386%
883   	fitbit              	                    	1     	0.0243%	90.2629%
884   	monday              	                    	1     	0.0243%	90.2872%
885   	selling             	                    	1     	0.0243%	90.3116%
886   	purpose--to         	                    	1     	0.0243%	90.3359%
887   	fitness--and        	                    	1     	0.0243%	90.3603%
888   	tool                	                    	1     	0.0243%	90.3846%
889   	toy                 	                    	1     	0.0243%	90.4090%
890   	supports            	                    	1     	0.0243%	90.4333%
891   	number              	                    	1     	0.0243%	90.4576%
892   	platforms           	                    	1     	0.0243%	90.4820%
893   	apple's             	                    	1     	0.0243%	90.5063%
894   	ios                 	                    	1     	0.0243%	90.5307%
895   	google's            	                    	1     	0.0243%	90.5550%
896   	android             	                    	1     	0.0243%	90.5794%
897   	microsoft's         	                    	1     	0.0243%	90.6037%
898   	windows             	                    	1     	0.0243%	90.6280%
899   	phone               	                    	1     	0.0243%	90.6524%
900   	demanding           	                    	1     	0.0243%	90.6767%
901   	increasingly        	                    	1     	0.0243%	90.7011%
902   	bored               	                    	1     	0.0243%	90.7254%
903   	excited             	                    	1     	0.0243%	90.7498%
904   	asked               	                    	1     	0.0243%	90.7741%
905   	yes--a              	                    	1     	0.0243%	90.7984%
906   	six-point           	                    	1     	0.0243%	90.8228%
907   	drop                	                    	1     	0.0243%	90.8471%
908   	hyper-connected     	                    	1     	0.0243%	90.8715%
909   	super-smart         	                    	1     	0.0243%	90.8958%
910   	firms               	                    	1     	0.0243%	90.9202%
911   	painting            	                    	1     	0.0243%	90.9445%
912   	uneasy              	                    	1     	0.0243%	90.9688%
913   	handing             	                    	1     	0.0243%	90.9932%
914   	massive             	                    	1     	0.0243%	91.0175%
915   	amounts             	                    	1     	0.0243%	91.0419%
916   	data                	                    	1     	0.0243%	91.0662%
917   	needed              	                    	1     	0.0243%	91.0906%
918   	personalized        	                    	1     	0.0243%	91.1149%
919   	strengthening       	                    	1     	0.0243%	91.1392%
920   	practicality        	                    	1     	0.0243%	91.1636%
921   	already             	                    	1     	0.0243%	91.1879%
922   	won                 	                    	1     	0.0243%	91.2123%
923   	battle              	                    	1     	0.0243%	91.2366%
924   	tracking            	                    	1     	0.0243%	91.2610%
925   	heartbeats          	                    	1     	0.0243%	91.2853%
926   	persistent          	                    	1     	0.0243%	91.3096%
927   	--or                	                    	1     	0.0243%	91.3340%
928   	perhaps             	                    	1     	0.0243%	91.3583%
929   	tellingly           	                    	1     	0.0243%	91.3827%
930   	know                	                    	1     	0.0243%	91.4070%
931   	--dogs              	                    	1     	0.0243%	91.4314%
932   	ventures            	                    	1     	0.0243%	91.4557%
933   	respondents         	                    	1     	0.0243%	91.4800%
934   	interested          	                    	1     	0.0243%	91.5044%
935   	buying              	                    	1     	0.0243%	91.5287%
936   	example--an         	                    	1     	0.0243%	91.5531%
937   	increase            	                    	1     	0.0243%	91.5774%
938   	previous            	                    	1     	0.0243%	91.6018%
939   	high-profile        	                    	1     	0.0243%	91.6261%
940   	launches            	                    	1     	0.0243%	91.6504%
941   	bad                 	                    	1     	0.0243%	91.6748%
942   	news                	                    	1     	0.0243%	91.6991%
943   	firm                	                    	1     	0.0243%	91.7235%
944   	smartwatches        	                    	1     	0.0243%	91.7478%
945   	flat                	                    	1     	0.0243%	91.7722%
946   	monitors            	                    	1     	0.0243%	91.7965%
947   	thermostats         	                    	1     	0.0243%	91.8208%
948   	cameras             	                    	1     	0.0243%	91.8452%
949   	according           	                    	1     	0.0243%	91.8695%
950   	lack                	                    	1     	0.0243%	91.8939%
951   	enthusiasm          	                    	1     	0.0243%	91.9182%
952   	stem                	                    	1     	0.0243%	91.9426%
953   	concerns            	                    	1     	0.0243%	91.9669%
954   	privacy             	                    	1     	0.0243%	91.9912%
955   	security            	                    	1     	0.0243%	92.0156%
956   	bought              	                    	1     	0.0243%	92.0399%
957   	kind                	                    	1     	0.0243%	92.0643%
958   	cautions            	                    	1     	0.0243%	92.0886%
959   	returned            	                    	1     	0.0243%	92.1130%
960   	until               	                    	1     	0.0243%	92.1373%
961   	safer               	                    	1     	0.0243%	92.1616%
962   	guarantees          	                    	1     	0.0243%	92.1860%
963   	against             	                    	1     	0.0243%	92.2103%
964   	sensitive           	                    	1     	0.0243%	92.2347%
965   	hacked              	                    	1     	0.0243%	92.2590%
966   	explains            	                    	1     	0.0243%	92.2833%
967   	washington          	                    	1     	0.0243%	92.3077%
968   	intrude             	                    	1     	0.0243%	92.3320%
969   	heavily             	                    	1     	0.0243%	92.3564%
970   	regulated           	                    	1     	0.0243%	92.3807%
971   	areas               	                    	1     	0.0243%	92.4051%
972   	addition            	                    	1     	0.0243%	92.4294%
973   	senior              	                    	1     	0.0243%	92.4537%
974   	trade               	                    	1     	0.0243%	92.4781%
975   	commissions         	                    	1     	0.0243%	92.5024%
976   	makers              	                    	1     	0.0243%	92.5268%
977   	includes            	                    	1     	0.0243%	92.5511%
978   	appearances         	                    	1     	0.0243%	92.5755%
979   	transportation      	                    	1     	0.0243%	92.5998%
980   	secretary           	                    	1     	0.0243%	92.6241%
981   	anthony             	                    	1     	0.0243%	92.6485%
982   	foxx                	                    	1     	0.0243%	92.6728%
983   	cities              	                    	1     	0.0243%	92.6972%
984   	aviation            	                    	1     	0.0243%	92.7215%
985   	administration      	                    	1     	0.0243%	92.7459%
986   	administrator       	                    	1     	0.0243%	92.7702%
987   	michael             	                    	1     	0.0243%	92.7945%
988   	huerta              	                    	1     	0.0243%	92.8189%
989   	increased           	                    	1     	0.0243%	92.8432%
990   	interest            	                    	1     	0.0243%	92.8676%
991   	sense               	                    	1     	0.0243%	92.8919%
992   	becomes             	                    	1     	0.0243%	92.9163%
993   	larger              	                    	1     	0.0243%	92.9406%
994   	incompatibility     	                    	1     	0.0243%	92.9649%
995   	rate                	                    	1     	0.0243%	92.9893%
996   	advancing           	                    	1     	0.0243%	93.0136%
997   	relative            	                    	1     	0.0243%	93.0380%
998   	we're               	                    	1     	0.0243%	93.0623%
999   	digesting           	                    	1     	0.0243%	93.0867%
1000  	bigger              	                    	1     	0.0243%	93.1110%
1001  	aspirational        	                    	1     	0.0243%	93.1353%
1002  	penetrating         	                    	1     	0.0243%	93.1597%
1003  	aspect              	                    	1     	0.0243%	93.1840%
1004  	implications        	                    	1     	0.0243%	93.2084%
1005  	balance             	                    	1     	0.0243%	93.2327%
1006  	great               	                    	1     	0.0243%	93.2571%
1007  	innovations         	                    	1     	0.0243%	93.2814%
1008  	downsides           	                    	1     	0.0243%	93.3057%
1009  	hesitant            	                    	1     	0.0243%	93.3301%
1010  	featured            	                    	1     	0.0243%	93.3544%
1011  	either              	                    	1     	0.0243%	93.3788%
1012  	declining           	                    	1     	0.0243%	93.4031%
1013  	fast                	                    	1     	0.0243%	93.4275%
1014  	suggests            	                    	1     	0.0243%	93.4518%
1015  	accept              	                    	1     	0.0243%	93.4761%
1016  	negative            	                    	1     	0.0243%	93.5005%
1017  	aspects             	                    	1     	0.0243%	93.5248%
1018  	begun               	                    	1     	0.0243%	93.5492%
1019  	value               	                    	1     	0.0243%	93.5735%
1020  	showiness           	                    	1     	0.0243%	93.5979%
1021  	giving              	                    	1     	0.0243%	93.6222%
1022  	personal            	                    	1     	0.0243%	93.6465%
1023  	sponsor             	                    	1     	0.0243%	93.6709%
1024  	annual              	                    	1     	0.0243%	93.6952%
1025  	necessity           	                    	1     	0.0243%	93.7196%
1026  	monitored           	                    	1     	0.0243%	93.7439%
1027  	though              	                    	1     	0.0243%	93.7683%
1028  	hit                 	                    	1     	0.0243%	93.7926%
1029  	unfinished          	                    	1     	0.0243%	93.8169%
1030  	finalised           	                    	1     	0.0243%	93.8413%
1031  	december            	                    	1     	0.0243%	93.8656%
1032  	heralded            	                    	1     	0.0243%	93.8900%
1033  	era                 	                    	1     	0.0243%	93.9143%
1034  	agreed              	                    	1     	0.0243%	93.9387%
1035  	half                	                    	1     	0.0243%	93.9630%
1036  	published           	                    	1     	0.0243%	93.9873%
1037  	nature              	                    	1     	0.0243%	94.0117%
1038  	reports             	                    	1     	0.0243%	94.0360%
1039  	reveal              	                    	1     	0.0243%	94.0604%
1040  	deep                	                    	1     	0.0243%	94.0847%
1041  	injustice           	                    	1     	0.0243%	94.1091%
1042  	runs                	                    	1     	0.0243%	94.1334%
1043  	australia           	                    	1     	0.0243%	94.1577%
1044  	canada              	                    	1     	0.0243%	94.1821%
1045  	european            	                    	1     	0.0243%	94.2064%
1046  	essentially         	                    	1     	0.0243%	94.2308%
1047  	causing             	                    	1     	0.0243%	94.2551%
1048  	incurring           	                    	1     	0.0243%	94.2795%
1049  	change's            	                    	1     	0.0243%	94.3038%
1050  	benefiting          	                    	1     	0.0243%	94.3281%
1051  	enormously          	                    	1     	0.0243%	94.3525%
1052  	fossil              	                    	1     	0.0243%	94.3768%
1053  	fuels               	                    	1     	0.0243%	94.4012%
1054  	contributing        	                    	1     	0.0243%	94.4255%
1055  	disproportionately  	                    	1     	0.0243%	94.4499%
1056  	burden              	                    	1     	0.0243%	94.4742%
1057  	flip                	                    	1     	0.0243%	94.4985%
1058  	side                	                    	1     	0.0243%	94.5229%
1059  	suffering           	                    	1     	0.0243%	94.5472%
1060  	scarcely            	                    	1     	0.0243%	94.5716%
1061  	problem             	                    	1     	0.0243%	94.5959%
1062  	african             	                    	1     	0.0243%	94.6203%
1063  	island              	                    	1     	0.0243%	94.6446%
1064  	produce             	                    	1     	0.0243%	94.6689%
1065  	quantity            	                    	1     	0.0243%	94.6933%
1066  	non-smoker          	                    	1     	0.0243%	94.7176%
1067  	cancer              	                    	1     	0.0243%	94.7420%
1068  	smoker              	                    	1     	0.0243%	94.7663%
1069  	fortunate           	                    	1     	0.0243%	94.7907%
1070  	hailed              	                    	1     	0.0243%	94.8150%
1071  	forward             	                    	1     	0.0243%	94.8393%
1072  	although            	                    	1     	0.0243%	94.8637%
1073  	details             	                    	1     	0.0243%	94.8880%
1074  	justice             	                    	1     	0.0243%	94.9124%
1075  	described           	                    	1     	0.0243%	94.9367%
1076  	sketchy             	                    	1     	0.0243%	94.9611%
1077  	goal                	                    	1     	0.0243%	94.9854%
1078  	keeping             	                    	1     	0.0243%	95.0097%
1079  	commendable         	                    	1     	0.0243%	95.0341%
1080  	emissions-reduction 	                    	1     	0.0243%	95.0584%
1081  	pledges             	                    	1     	0.0243%	95.0828%
1082  	submitted           	                    	1     	0.0243%	95.1071%
1083  	leading             	                    	1     	0.0243%	95.1315%
1084  	unlikely            	                    	1     	0.0243%	95.1558%
1085  	deliver             	                    	1     	0.0243%	95.1801%
1086  	put                 	                    	1     	0.0243%	95.2045%
1087  	table               	                    	1     	0.0243%	95.2288%
1088  	supporting          	                    	1     	0.0243%	95.2532%
1089  	specifies           	                    	1     	0.0243%	95.2775%
1090  	formal              	                    	1     	0.0243%	95.3019%
1091  	distinction         	                    	1     	0.0243%	95.3262%
1092  	ignoring            	                    	1     	0.0243%	95.3505%
1093  	importantly         	                    	1     	0.0243%	95.3749%
1094  	provision           	                    	1     	0.0243%	95.3992%
1095  	securing            	                    	1     	0.0243%	95.4236%
1096  	establishing        	                    	1     	0.0243%	95.4479%
1097  	creating            	                    	1     	0.0243%	95.4722%
1098  	disease             	                    	1     	0.0243%	95.4966%
